vehicle,time,latitude,longitude
7338674957838188763,2019-03-07T13:07:06.177663,51.895092777777776,-8.470711944444444
7338674957838188763,2019-03-07T13:07:48.230059,51.89561055555556,-8.4722325
7338674957838188763,2019-03-07T13:08:50.341510,51.896387222222224,-8.474513333333332
7338674957838188763,2019-03-07T13:09:50.438147,51.897616944444444,-8.47505638888889
7338674957838188763,2019-03-07T13:10:50.578239,51.89774638888889,-8.475165
7338674957838188763,2019-03-07T13:11:51.950259,51.898264166666664,-8.475382222222223
7338674957838188763,2019-03-07T13:13:54.382421,51.89852305555556,-8.474730555555556
7338674957838188763,2019-03-07T13:15:24.429168,51.899364444444444,-8.470929166666666
7338674957838188763,2019-03-07T13:21:36.993760,51.899429166666664,-8.470820555555555
7338674957838188763,2019-03-07T13:22:37.680956,51.90085305555556,-8.4702775
7338674957838188763,2019-03-07T13:23:41.762893,51.901629722222225,-8.469517222222223
7338674957838188763,2019-03-07T13:24:36.837566,51.901565,-8.4683225
7338674957838188763,2019-03-07T13:25:36.396117,51.90143555555556,-8.466910555555556
7338674957838188763,2019-03-07T13:26:37.445882,51.90137083333333,-8.465933055555556
7338674957838188763,2019-03-07T13:27:41.798979,51.90240638888889,-8.462348888888888
7338674957838188763,2019-03-07T13:28:43.796995,51.90512472222222,-8.457787222222223
7338674957838188763,2019-03-07T13:29:45.883082,51.90784305555555,-8.456158055555555
7338674957838188763,2019-03-07T13:30:43.985727,51.90933166666667,-8.454311666666667
7338674957838188763,2019-03-07T13:31:46.093965,51.90939638888889,-8.453985833333334
7338674957838188763,2019-03-07T13:32:46.174693,51.91036722222222,-8.448446666666667
7338674957838188763,2019-03-07T13:33:47.607023,51.911208611111114,-8.443450555555556
7338674957838188763,2019-03-07T13:34:47.674664,51.91230888888889,-8.438671666666666
7338674957838188763,2019-03-07T13:35:48.410013,51.91172638888889,-8.438237222222222
7338674957838188763,2019-03-07T13:36:50.491161,51.91036722222222,-8.434327222222223
7338674957838188763,2019-03-07T13:37:50.563936,51.91023777777778,-8.430525833333334
7338674957838188763,2019-03-07T13:38:50.633998,51.912373611111114,-8.428462222222223
7338674957838188763,2019-03-07T13:39:52.709426,51.91256777777778,-8.424769444444445
7338674957838188763,2019-03-07T13:40:52.778920,51.91269722222222,-8.420859444444444
7338674957838188763,2019-03-07T13:41:58.333390,51.910043611111114,-8.419773333333334
7338674957838188763,2019-03-07T13:42:55.655323,51.908231388888886,-8.41933888888889
7338674957838188763,2019-03-07T13:44:01.848434,51.90887861111111,-8.419121666666667
7338674957838188763,2019-03-07T13:44:58.013621,51.912438333333334,-8.42053361111111
7338674957838188763,2019-03-07T13:45:57.449456,51.9126325,-8.42346611111111
7338674957838188763,2019-03-07T13:46:59.537208,51.9126325,-8.423791944444444
7338674957838188763,2019-03-07T13:48:00.140604,51.91256777777778,-8.425529722222223
7338674957838188763,2019-03-07T13:49:00.652172,51.913215,-8.429005277777778
7338674957838188763,2019-03-07T13:50:00.251454,51.91399166666667,-8.429113888888889
7338674957838188763,2019-03-07T13:51:00.350649,51.913603333333334,-8.43324111111111
7338674957838188763,2019-03-07T13:52:02.405666,51.913538611111115,-8.433458333333334
